play_name,character,act,scene,sentence,text,Unnamed: 6,Unnamed: 7,Unnamed: 8,tokens
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,"Come on, Mephistophilis; what shall we do?",,,,"['Come', 'Mephistophilis', 'shall']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Nay, I know not:  we shall be cursed with bell, book,",,,,"['Nay', 'know', 'shall', 'cursed', 'bell', 'book']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,and candle.,,,,['candle']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"How! bell, book, and candle,?candle, book, and bell,",,,,"['bell', 'book', 'candle', '\x94candle', 'book', 'bell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"Forward and backward, to curse Faustus to hell!",,,,"['Forward', 'backward', 'curse', 'Faustus', 'hell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"Anon you shall hear a hog grunt, a calf bleat, and an ass bray,",,,,"['shall', 'hear', 'hog', 'grunt', 'calf', 'bleat', 'ass', 'bray']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,Because it is Saint Peter?s holiday.,,,,"['Saint', 'Peter', '\x99s', 'holiday']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,1,"Come, brethren, let?s about our business with good devotion.",,,,"['Come', 'brethren', 'let', '\x99s', 'business', 'good', 'devotion']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,2,CURSED BE HE THAT STOLE AWAY HIS HOLINESS??MEAT FROM THE,,,,"['CURSED', 'STOLE', 'AWAY', 'HOLINESS', 'MEAT']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,3,TABLE!  maledicat Dominus!,,,,"['TABLE', 'maledicat', 'Dominus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,4,CURSED BE HE THAT STRUCK HIS HOLINESS A BLOW ON THE FACE!,,,,"['CURSED', 'STRUCK', 'HOLINESS', 'BLOW', 'FACE']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,5,maledicat Dominus!,,,,"['maledicat', 'Dominus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,6,CURSED BE HE THAT TOOK FRIAR SANDELO A BLOW ON THE PATE!,,,,"['CURSED', 'TOOK', 'FRIAR', 'SANDELO', 'BLOW', 'PATE']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,7,maledicat Dominus!,,,,"['maledicat', 'Dominus']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,8,CURSED BE HE THAT DISTURBETH OUR HOLY DIRGE!  maledicat,,,,"['CURSED', 'DISTURBETH', 'HOLY', 'DIRGE', 'maledicat']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,9,Dominus!,,,,['Dominus']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,10,CURSED BE HE THAT TOOK AWAY HIS HOLINESS??WINE!  maledicat,,,,"['CURSED', 'TOOK', 'AWAY', 'HOLINESS', 'WINE', 'maledicat']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FIRST FRIAR,none,none,11,Dominus?,,,,['Dominus']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,1,When Faustus had with pleasure ta?en the view,,,,"['Faustus', 'pleasure', 'ta', '\x99en', 'view']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,2,"Of rarest things, and royal courts of kings,",,,,"['rarest', 'things', 'royal', 'courts', 'kings']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,3,"He stay?d his course, and so returned home;",,,,"['stay', '\x99d', 'course', 'returned', 'home']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,4,"Where such as bear his absence but with grief,",,,,"['bear', 'absence', 'grief']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,5,"I mean his friends and near?st companions,",,,,"['mean', 'friends', 'near', '\x99st', 'companions']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,6,"Did gratulate his safety with kind words,",,,,"['gratulate', 'safety', 'kind', 'words']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,7,"And in their conference of what befell,",,,,"['conference', 'befell']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,8,"Touching his journey through the world and air,",,,,"['Touching', 'journey', 'world', 'air']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,9,"They put forth questions of astrology,",,,,"['put', 'forth', 'questions', 'astrology']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,10,Which Faustus answer?d with such learned skill,,,,"['Faustus', 'answer', '\x99d', 'learned', 'skill']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,11,As they admir?d and wonder?d at his wit.,,,,"['admir', '\x99d', 'wonder', '\x99d', 'wit']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,12,Now is his fame spread forth in every land:,,,,"['fame', 'spread', 'forth', 'every', 'land']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,13,"Amongst the rest the Emperor is one,",,,,"['Amongst', 'rest', 'Emperor', 'one']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,14,"Carolus the Fifth, at whose palace now",,,,"['Carolus', 'Fifth', 'whose', 'palace']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,15,Faustus is feasted ?mongst his noblemen.,,,,"['Faustus', 'feasted', '\x99mongst', 'noblemen']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,16,"What there he did, in trial of his art,",,,,['trial']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,CHORUS,none,none,17,I leave untold; your eyes shall see perform?d.,,,,"['leave', 'untold', 'eyes', 'shall', 'see', 'perform', '\x99d']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"O, this is admirable! here I ha??stolen one of Doctor",,,,"['admirable', 'ha', 'stolen', 'one', 'Doctor']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"Faustus??conjuring-books, and, i?faith, I mean to search some",,,,"['Faustus', 'conjuring-books', '\x99faith', 'mean', 'search']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,circles for my own use.  Now will I make all the maidens in our,,,,"['circles', 'use', 'make', 'maidens']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,4,"parish dance at my pleasure, stark naked, before me; and so",,,,"['parish', 'dance', 'pleasure', 'stark', 'naked']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,5,by that means I shall see more than e?er I felt or saw yet.,,,,"['means', 'shall', 'see', 'e', '\x99er', 'felt', 'saw', 'yet']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,"Robin, prithee, come away; there?s a gentleman tarries",,,,"['Robin', 'prithee', 'come', 'away', '\x99s', 'gentleman', 'tarries']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,2,"to have his horse, and he would have his things rubbed and made",,,,"['horse', 'would', 'things', 'rubbed', 'made']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,3,clean:  he keeps such a chafing with my mistress about it; and,,,,"['clean', 'keeps', 'chafing', 'mistress']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,4,"she has sent me to look thee out; prithee, come away.",,,,"['sent', 'look', 'prithee', 'come', 'away']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"Keep out, keep out, or else you are blown up, you are",,,,"['Keep', 'keep', 'else', 'blown']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"dismembered, Ralph:  keep out, for I am about a roaring piece",,,,"['dismembered', 'Ralph', 'keep', 'roaring', 'piece']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,of work.,,,,['work']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,"Come, what doest thou with that same book? thou canst",,,,"['Come', 'doest', 'book', 'canst']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,2,not read?,,,,['read']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"Yes, my master and mistress shall find that I can read,",,,,"['Yes', 'master', 'mistress', 'shall', 'find', 'read']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"he for his forehead, she for her private study; she?s born to",,,,"['forehead', 'private', 'study', '\x99s', 'born']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,"bear with me, or else my art fails.",,,,"['bear', 'else', 'fails']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,"Why, Robin, what book is that?",,,,"['Robin', 'book']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"What book! why, the most intolerable book for conjuring",,,,"['book', 'intolerable', 'book', 'conjuring']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,that e?er was invented by any brimstone devil.,,,,"['e', '\x99er', 'invented', 'brimstone', 'devil']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,Canst thou conjure with it?,,,,"['Canst', 'conjure']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"I can do all these things easily with it; first, I can",,,,"['things', 'easily', 'first']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,make thee drunk with ippocras at any tabern in Europe,,,,"['make', 'drunk', 'ippocras', 'tabern', 'Europe']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,for nothing; that?s one of my conjuring works.,,,,"['nothing', '\x99s', 'one', 'conjuring', 'works']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,Our Master Parson says that?s nothing.,,,,"['Master', 'Parson', 'says', '\x99s', 'nothing']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"True, Ralph:  and more, Ralph, if thou hast any mind to",,,,"['True', 'Ralph', 'Ralph', 'mind']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"Nan Spit, our kitchen-maid, then turn her and wind her to thy own",,,,"['Nan', 'Spit', 'kitchen-maid', 'turn', 'wind']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,"use, as often as thou wilt, and at midnight.",,,,"['use', 'often', 'wilt', 'midnight']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,"O, brave, Robin! shall I have Nan Spit, and to mine own",,,,"['brave', 'Robin', 'shall', 'Nan', 'Spit']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,2,use?  On that condition I?ll feed thy devil with horse-bread as,,,,"['use', 'condition', '\x99ll', 'feed', 'devil', 'horse-bread']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,3,"long as he lives, of free cost.",,,,"['long', 'lives', 'free', 'cost']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"No more, sweet Ralph:  let?s go and make clean our boots,",,,,"['sweet', 'Ralph', 'let', '\x99s', 'go', 'make', 'clean', 'boots']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"which lie foul upon our hands, and then to our conjuring in the",,,,"['lie', 'foul', 'upon', 'hands', 'conjuring']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,devil?s name.,,,,"['devil', '\x99s', 'name']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,4,"Come, Ralph:  did not I tell thee, we were for ever made",,,,"['Come', 'Ralph', 'tell', 'ever', 'made']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,5,"by this Doctor Faustus??book? ecce, signum! here?s a simple",,,,"['Doctor', 'Faustus', 'book', 'ecce', 'signum', '\x99s', 'simple']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,6,purchase for horse-keepers:  our horses shall eat no hay as,,,,"['purchase', 'horse-keepers', 'horses', 'shall', 'eat', 'hay']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,7,long as this lasts.,,,,"['long', 'lasts']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,"But, Robin, here comes the Vintner.",,,,"['Robin', 'comes', 'Vintner']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,Hush!  I?ll gull him supernaturally.,,,,"['Hush', '\x99ll', 'gull', 'supernaturally']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"Drawer, I hope all is paid; God be with you!?Come, Ralph.",,,,"['Drawer', 'hope', 'paid', 'God', '\x94Come', 'Ralph']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VINTNER,none,none,1,"Soft, sir; a word with you.  I must yet have a goblet paid",,,,"['Soft', 'sir', 'word', 'must', 'yet', 'goblet', 'paid']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VINTNER,none,none,2,"from you, ere you go.",,,,['go']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"I a goblet, Ralph, I a goblet!?I scorn you; and you are",,,,"['goblet', 'Ralph', 'goblet', '\x94I', 'scorn']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"but a, &c.  I a goblet! search me.",,,,"['c.', 'goblet', 'search']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VINTNER,none,none,1,"I mean so, sir, with your favour.",,,,"['mean', 'sir', 'favour']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,How say you now?,,,,['say']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VINTNER,none,none,1,"I must say somewhat to your fellow.?You, sir!",,,,"['must', 'say', 'somewhat', 'fellow', '\x94You', 'sir']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,"Me, sir! me, sir! search your fill.",,,,"['sir', 'sir', 'search', 'fill']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,2,"Now, sir, you may be ashamed to burden honest men with a matter",,,,"['sir', 'may', 'ashamed', 'burden', 'honest', 'men', 'matter']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,3,of truth.,,,,['truth']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VINTNER,none,none,1,"Well, tone of you hath this goblet about you.",,,,"['Well', 'tone', 'goblet']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"You lie, drawer, ?tis afore me .?Sirrah you, I?ll",,,,"['lie', 'drawer', '\x99tis', 'afore', '\x94Sirrah', '\x99ll']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,teach you to impeach honest men;?stand by;?I?ll scour you for,,,,"['teach', 'impeach', 'honest', 'men', '\x94stand', '\x94I', '\x99ll', 'scour']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,"a goblet;?stand aside you had best, I charge you in the name of",,,,"['goblet', '\x94stand', 'aside', 'best', 'charge', 'name']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,4,"Belzebub.?Look to the goblet, Ralph .",,,,"['Belzebub', '\x94Look', 'goblet', 'Ralph']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VINTNER,none,none,1,"What mean you, sirrah?",,,,"['mean', 'sirrah']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,I?ll tell you what I mean.   Sanctobulorum,,,,"['\x99ll', 'tell', 'mean', 'Sanctobulorum']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"Periphrasticon?nay, I?ll tickle you, Vintner.?Look to the goblet,",,,,"['Periphrasticon', '\x94nay', '\x99ll', 'tickle', 'Vintner', '\x94Look', 'goblet']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,Ralph .??Polypragmos Belseborams framanto,,,,"['Ralph', 'Polypragmos', 'Belseborams', 'framanto']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,4,"pacostiphos tostu, Mephistophilis, &c.",,,,"['pacostiphos', 'tostu', 'Mephistophilis', 'c']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VINTNER,none,none,1,"O, nomine Domini! what meanest thou, Robin? thou hast no",,,,"['nomine', 'Domini', 'meanest', 'Robin']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,VINTNER,none,none,2,goblet.,,,,['goblet']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,"Peccatum peccatorum!?Here?s thy goblet, good Vintner.",,,,"['Peccatum', 'peccatorum', '\x94Here', '\x99s', 'goblet', 'good', 'Vintner']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"Misericordia pro nobis! what shall I do?  Good devil, forgive",,,,"['Misericordia', 'pro', 'nobis', 'shall', 'Good', 'devil', 'forgive']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"me now, and I?ll never rob thy library more.",,,,"['\x99ll', 'never', 'rob', 'library']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Monarch of Hell, under whose black survey",,,,"['Monarch', 'Hell', 'whose', 'black', 'survey']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"Great potentates do kneel with awful fear,",,,,"['Great', 'potentates', 'kneel', 'awful', 'fear']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,3,"Upon whose altars thousand souls do lie,",,,,"['Upon', 'whose', 'altars', 'thousand', 'souls', 'lie']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,4,How am I vexed with these villains??charms?,,,,"['vexed', 'villains', 'charms']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,5,"From Constantinople am I hither come,",,,,"['Constantinople', 'hither', 'come']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,6,Only for pleasure of these damned slaves.,,,,"['pleasure', 'damned', 'slaves']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"How, from Constantinople! you have had a great journey:",,,,"['Constantinople', 'great', 'journey']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,"will you take sixpence in your purse to pay for your supper, and",,,,"['take', 'sixpence', 'purse', 'pay', 'supper']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,3,be gone?,,,,['gone']
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,1,"Well, villains, for your presumption, I transform thee",,,,"['Well', 'villains', 'presumption', 'transform']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,MEPHIST,none,none,2,"into an ape, and thee into a dog; and so be gone!",,,,"['ape', 'dog', 'gone']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"How, into an ape! that?s brave:  I?ll have fine sport with",,,,"['ape', '\x99s', 'brave', '\x99ll', 'fine', 'sport']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,2,the boys; I?ll get nuts and apples enow.,,,,"['boys', '\x99ll', 'get', 'nuts', 'apples', 'enow']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,RALPH,none,none,1,And I must be a dog.,,,,"['must', 'dog']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,ROBIN,none,none,1,"I?faith, thy head will never be out of the pottage-pot.",,,,"['\x99faith', 'head', 'never', 'pottage-pot']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,1,"Master Doctor Faustus, I have heard strange report",,,,"['Master', 'Doctor', 'Faustus', 'heard', 'strange', 'report']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,2,"of thy knowledge in the black art, how that none in my empire",,,,"['knowledge', 'black', 'none', 'empire']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,3,nor in the whole world can compare with thee for the rare effects,,,,"['whole', 'world', 'compare', 'rare', 'effects']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,4,"of magic:  they say thou hast a familiar spirit, by whom thou canst",,,,"['magic', 'say', 'familiar', 'spirit', 'canst']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,5,"accomplish what thou list.  This, therefore, is my request, that",,,,"['accomplish', 'list', 'therefore', 'request']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,6,"thou let me see some proof of thy skill, that mine eyes may be",,,,"['let', 'see', 'proof', 'skill', 'eyes', 'may']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,7,witnesses to confirm what mine ears have heard reported:  and here,,,,"['witnesses', 'confirm', 'ears', 'heard', 'reported']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,8,"I swear to thee, by the honour of mine imperial crown, that,",,,,"['swear', 'honour', 'imperial', 'crown']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,9,"whatever thou doest, thou shalt be no ways prejudiced or endamaged.",,,,"['whatever', 'doest', 'shalt', 'ways', 'prejudiced', 'endamaged']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,KNIGHT,none,none,1,"I?faith, he looks much like a conjurer.",,,,"['\x99faith', 'looks', 'much', 'like', 'conjurer']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,1,"My gracious sovereign, though I must confess myself far",,,,"['gracious', 'sovereign', 'though', 'must', 'confess', 'far']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,2,"inferior to the report men have published, and nothing answerable",,,,"['inferior', 'report', 'men', 'published', 'nothing', 'answerable']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,3,"to the honour of your imperial majesty, yet, for that love and duty",,,,"['honour', 'imperial', 'majesty', 'yet', 'love', 'duty']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,4,"binds me thereunto, I am content to do whatsoever your majesty",,,,"['binds', 'thereunto', 'content', 'whatsoever', 'majesty']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,FAUSTUS,none,none,5,shall command me.,,,,"['shall', 'command']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,1,"Then, Doctor Faustus, mark what I shall say.",,,,"['Doctor', 'Faustus', 'mark', 'shall', 'say']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,2,As I was sometime solitary set,,,,"['sometime', 'solitary', 'set']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,3,"Within my closet, sundry thoughts arose",,,,"['Within', 'closet', 'sundry', 'thoughts', 'arose']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,4,"About the honour of mine ancestors,",,,,"['honour', 'ancestors']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,5,"How they had won by prowess such exploits,",,,,"['prowess', 'exploits']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,6,"Got such riches, subdu?d so many kingdoms,",,,,"['Got', 'riches', 'subdu', '\x99d', 'many', 'kingdoms']"
THE TRAGICAL HISTORY OF DOCTOR FAUSTUS,EMPEROR,none,none,7,"As we that do succeed, or they that shall",,,,"['succeed', 'shall']"
